height,volume,crown_area,num_points,crown_diameter,point_density,dbh_approx,p10_height_rel,p50_height_rel,p90_height_rel,species,genus
7.109,28.90542964066667,9.0789575,95766,4.174,3313.079971150751,0.33,0.2947671965114644,0.5490223660149107,0.7825291883527922,Ulmus_laevis,Ulmus
21.122,92.6007950923333,9.425559500000002,291558,4.65,3148.5474796332387,0.2230000000000001,0.0959189470694063,0.4087917810813369,0.7894138812612442,Pinus_sylvestris,Pinus
3.981,6.703583756000003,3.2318705000000008,11640,2.2960000000000003,1736.3846598592413,1.638,0.2780457171564933,0.5345390605375534,0.7804571715649335,Pinus_nigra,Pinus
18.376,29.56791640833333,4.017903,571876,2.399,19341.09905149841,0.2019999999999999,0.0386373530692207,0.1830648672181105,0.7847191989551588,Pinus_sylvestris,Pinus
11.827,6.842748075333334,2.8977245,6675,2.837,975.4852767504286,0.0909999999999999,0.0681322397903103,0.6057326456413292,0.8593049801302105,Acer_pseudoplatanus,Acer
5.678,2.6530660518333358,1.921522,17401,2.043,6558.826527509736,0.1144999999999999,0.0331102500880591,0.2430433251144769,0.7233180697428673,Fagus_sylvatica,Fagus
4.271,19.23190132766667,9.501299,18345,4.2700000000000005,953.8838457749994,1.4905000000000004,0.3466167173963943,0.600796066494966,0.8122219620697728,Quercus_faginea,Quercus
7.732,2.8719421341666656,1.0185190000000002,61750,1.313,21501.129589408534,0.0744999999999999,0.0355664769787894,0.3674340403517848,0.877521986549405,Acer_campestre,Acer
28.153,1502.0958952181666,116.78231400000004,1361935,13.476,906.6897821474912,0.7399999999999998,0.3555571342308102,0.5731893581501083,0.8221859126913651,Acer_campestre,Acer
29.13,192.6383940000001,11.6311,151353,4.46,785.6844985948123,0.54,0.4888431170614487,0.8022657054582905,0.9371781668383112,Picea_abies,Picea
6.292,24.040323807666663,9.938246,17240,4.356,717.1284437733746,0.163,0.393801652892562,0.7805149396058488,0.9291322314049588,Corylus_avellana,Corylus
28.662,671.1032826680007,43.717838500000006,353116,8.472,526.1723629128616,1.0154999999999998,0.1827855697439118,0.6035866303816901,0.8486148907961761,Fagus_sylvatica,Fagus
14.689,43.38199655683332,5.976875000000002,3730,3.095,85.98036734232483,0.2494999999999999,0.015181428279665,0.4449588127169991,0.7029750153175846,Picea_abies,Picea
19.602,70.56886255883333,9.4964735,312924,4.686,4434.306982617368,0.1239999999999998,0.0238751147842056,0.2939751045811652,0.8478726660544843,Fagus_sylvatica,Fagus
7.537,25.63916417416667,7.359118499999998,13683,3.4210000000000003,533.675743368679,0.367,0.2187873159081863,0.5641501923842377,0.8909380390075626,Carpinus_betulus,Carpinus
9.903,7.054335641333331,1.2755355000000002,89338,1.411,12664.268407721289,0.1065,0.0417045339796021,0.295768958901343,0.8885186307179641,Fagus_sylvatica,Fagus
25.993,399.6894781081668,35.5975385,83298,8.007,208.40678717456083,0.2935000000000001,0.0144269611049128,0.1371330742892317,0.7118839687608202,Picea_abies,Picea
8.889,29.104521792833346,9.5839265,22400,4.541,769.6398573198941,0.3125,0.3434582067724153,0.7991900101248736,0.9178760265496684,Quercus_faginea,Quercus
2.939,0.3997936773333334,0.7799924999999999,2715,1.191,6791.002844540565,0.247,0.0894181694453896,0.5927186117727118,0.8909833276624701,Carpinus_betulus,Carpinus
22.444,177.34428407533332,13.653022,603257,4.996,3401.6151303965626,1.114,0.0376047050436642,0.4771876670825165,0.727633220459811,Picea_abies,Picea
14.279,211.2434718973333,28.79558649999999,958949,8.165000000000001,4539.543832464844,0.2345000000000001,0.0465018558722599,0.4785349114083619,0.8758316408712095,Fagus_sylvatica,Fagus
3.525,4.719795914333333,2.3066785000000003,17314,1.881,3668.378954145009,1.039,0.0845390070921985,0.390354609929078,0.7184964539007094,Picea_glauca,Picea
5.596,42.61628418066668,14.8267375,61200,5.142,1436.0707691114003,2.553,0.3477483917083631,0.5732666190135811,0.8277340957827019,Betula_pendula,Betula
28.051,1129.9297841205002,57.70737,37635,10.188,33.30737938667033,3.808,0.2916259669886991,0.7695625824391287,0.937827528430359,Fagus_sylvatica,Fagus
25.83,288.57140976516666,24.564503,23966,6.485,83.05050046192389,0.315,0.2578784359272164,0.5694928377855207,0.7454897406116918,Acer_saccharum,Acer
12.048,26.247880268666663,3.8853935,3140,2.257,119.6287078369664,1.3275,0.0131972111553784,0.4481656706507304,0.8667828685258964,Quercus_petraea,Quercus
5.761,9.651405811666669,4.560744500000001,34165,2.759,3539.8988154348644,0.622,0.0672452699184169,0.637910085054678,0.8901232424926228,Acer_campestre,Acer
9.75,16.625570819,3.2736724999999995,5639,2.75,339.17632431336733,0.4304999999999999,0.2279999999999999,0.579076923076923,0.8807179487179487,Pinus_sylvestris,Pinus
23.408,1736.417438988835,170.31414049999998,1259982,16.235,725.6215998001743,0.9375,0.558057074504443,0.7902853725222145,0.9050751879699248,Acer_pseudoplatanus,Acer
28.709,372.3720773801666,29.484199,89697,7.332,240.8800375985911,0.4934999999999996,0.024069107248598,0.1916472186422376,0.5827928524156191,Picea_abies,Picea
5.806,17.49864971233334,5.6143825000000005,31246,3.0460000000000003,1785.6234917358966,0.8764999999999998,0.2961591457113331,0.5182569755425421,0.8119187047881502,Pinus_nigra,Pinus
2.882,0.8889198071666667,0.8695575000000001,8736,1.308,9827.658163951854,0.4629999999999999,0.0655794587092297,0.3480222068008328,0.7331714087439278,Euonymus_europaeus,Euonymus
47.303,906.0830850291665,47.1144685,2407868,8.989,2657.4472471500685,0.5919999999999999,0.1570513498086802,0.6932118470287297,0.861509840813479,Pseudotsuga_menziesii,Pseudotsuga
4.434,2.112807099166667,1.6778055000000005,2911,1.667,1377.7878733691098,0.133,0.2307171853856563,0.8164185836716283,0.957149300857014,Carpinus_betulus,Carpinus
18.045,197.31797920416676,27.855330500000004,134682,7.162,682.5632440754083,0.3124999999999998,0.37024106400665,0.7027985591576613,0.8783042394014962,Acer_pseudoplatanus,Acer
