height,volume,crown_area,num_points,crown_diameter,point_density,dbh_approx,p10_height_rel,p50_height_rel,p90_height_rel,species,genus
7.109,29.36353365916667,9.152578000000002,95766,4.174,3261.3922122449962,0.33000000000000007,0.2947671965114644,0.5490223660149107,0.7825291883527922,Ulmus_laevis,Ulmus
21.122,94.14019257933332,9.388799500000001,291558,4.65,3097.061860738173,0.2230000000000001,0.09591894706940632,0.40879178108133696,0.7894138812612442,Pinus_sylvestris,Pinus
3.981,6.690163318333334,3.1830290000000003,11640,2.2960000000000003,1739.8678397136318,1.6380000000000001,0.27804571715649334,0.5345390605375534,0.7804571715649335,Pinus_nigra,Pinus
18.376,29.634714777666666,3.9257580000000005,571876,2.399,19297.503090226386,0.20199999999999996,0.03863735306922072,0.18306486721811055,0.7847191989551588,Pinus_sylvestris,Pinus
11.827,6.889963692166667,2.9012114999999996,6675,2.837,968.8004608193997,0.09099999999999993,0.06813223979031033,0.6057326456413292,0.8593049801302105,Acer_pseudoplatanus,Acer
5.678,2.7390056605000006,1.9064755000000002,17401,2.043,6353.035428493228,0.11449999999999994,0.03311025008805918,0.24304332511447696,0.7233180697428673,Fagus_sylvatica,Fagus
4.271,19.445211684499995,9.451903500000002,18345,4.2700000000000005,943.4199173374396,1.4905000000000004,0.3466167173963943,0.600796066494966,0.8122219620697728,Quercus_faginea,Quercus
7.732,2.858890136166668,1.031483,61750,1.313,21599.291004164734,0.07449999999999998,0.035566476978789445,0.3674340403517848,0.877521986549405,Acer_campestre,Acer
28.153000000000002,1503.7993977166666,118.89976300000002,1361935,13.476,905.6626848420939,0.7399999999999998,0.3555571342308102,0.5731893581501083,0.8221859126913651,Acer_campestre,Acer
29.13,193.96534733333326,11.836,151353,4.46,780.3094835279876,0.54,0.48884311706144873,0.8022657054582905,0.9371781668383111,Picea_abies,Picea
6.292,23.970996781500006,9.8883875,17240,4.356,719.2024660945782,0.16300000000000003,0.393801652892562,0.7805149396058488,0.9291322314049588,Corylus_avellana,Corylus
28.662,663.0115240086669,43.31469500000001,353116,8.472,532.5940609071284,1.0154999999999998,0.1827855697439118,0.6035866303816901,0.8486148907961761,Fagus_sylvatica,Fagus
14.689,43.38199655683332,5.976875000000002,3730,3.095,85.98036734232483,0.24949999999999994,0.015181428279665055,0.44495881271699916,0.7029750153175846,Picea_abies,Picea
19.602,69.33364662100003,9.544236499999998,312924,4.686,4513.306529375889,0.12399999999999989,0.023875114784205693,0.2939751045811652,0.8478726660544843,Fagus_sylvatica,Fagus
7.537,25.38000968866666,7.3643350000000005,13683,3.4210000000000003,539.1250897004222,0.367,0.21878731590818631,0.5641501923842377,0.8909380390075626,Carpinus_betulus,Carpinus
9.903,6.922618585166668,1.2614050000000003,89338,1.411,12905.232160475747,0.10650000000000001,0.041704533979602144,0.295768958901343,0.8885186307179641,Fagus_sylvatica,Fagus
25.993000000000002,394.7325453753337,35.648296,83298,8.007,211.0238970054917,0.2935000000000001,0.01442696110491286,0.1371330742892317,0.7118839687608202,Picea_abies,Picea
8.889,29.339944911499988,9.6753215,22400,4.541,763.4642828255676,0.31250000000000006,0.34345820677241534,0.7991900101248736,0.9178760265496683,Quercus_faginea,Quercus
2.939,0.39979367733333343,0.7799924999999999,2715,1.191,6791.002844540565,0.247,0.08941816944538962,0.5927186117727118,0.8909833276624701,Carpinus_betulus,Carpinus
22.444,175.96042277949994,13.852055999999997,603257,4.996,3428.3675298732105,1.114,0.037604705043664234,0.47718766708251653,0.727633220459811,Picea_abies,Picea
14.279,212.86845762299995,28.446212000000003,958949,8.165000000000001,4504.8900654804565,0.23450000000000015,0.04650185587225997,0.47853491140836196,0.8758316408712095,Fagus_sylvatica,Fagus
3.525,4.776353130333333,2.321543,17314,1.881,3624.941357464432,1.0390000000000001,0.08453900709219858,0.39035460992907806,0.7184964539007094,Picea_glauca,Picea
5.596,42.91727026933335,14.880279499999999,61200,5.142,1425.9993614675586,2.553,0.3477483917083631,0.5732666190135811,0.8277340957827019,Betula_pendula,Betula
28.051000000000002,1113.7879821120005,56.51783600000001,37635,10.188,33.790093450851664,3.808,0.29162596698869914,0.7695625824391287,0.937827528430359,Fagus_sylvatica,Fagus
25.830000000000002,277.94755253916674,22.983212499999993,23966,6.485,86.2249002772667,0.31500000000000006,0.25787843592721643,0.5694928377855207,0.7454897406116918,Acer_saccharum,Acer
12.048,26.247880268666666,3.8853935,3140,2.257,119.62870783696641,1.3275000000000001,0.013197211155378486,0.4481656706507304,0.8667828685258964,Quercus_petraea,Quercus
5.761,9.552115335833333,4.4939755,34165,2.759,3576.6946690682335,0.622,0.06724526991841695,0.637910085054678,0.8901232424926228,Acer_campestre,Acer
9.75,16.851496484833334,3.403950499999999,5639,2.75,334.6290345830833,0.4304999999999999,0.22799999999999998,0.579076923076923,0.8807179487179487,Pinus_sylvestris,Pinus
23.408,1746.9452966858337,168.71039449999998,1259982,16.235,721.248686143944,0.9375,0.558057074504443,0.7902853725222145,0.9050751879699248,Acer_pseudoplatanus,Acer
28.709,354.05522167566676,28.426235,89697,7.332,253.3418362691659,0.4934999999999996,0.024069107248598003,0.19164721864223763,0.5827928524156191,Picea_abies,Picea
5.806,17.385939468000004,5.5777265,31246,3.0460000000000003,1797.1994011316083,0.8764999999999998,0.2961591457113331,0.5182569755425421,0.8119187047881502,Pinus_nigra,Pinus
2.882,0.8774197416666666,0.859694,8736,1.308,9956.466198727067,0.46299999999999997,0.0655794587092297,0.3480222068008328,0.7331714087439278,Euonymus_europaeus,Euonymus
47.303000000000004,932.5580462376666,48.717125499999995,2407868,8.989,2582.0033505842957,0.5919999999999999,0.1570513498086802,0.6932118470287297,0.861509840813479,Pseudotsuga_menziesii,Pseudotsuga
4.434,2.112807099166667,1.6778055000000003,2911,1.667,1377.7878733691098,0.133,0.2307171853856563,0.8164185836716283,0.9571493008570139,Carpinus_betulus,Carpinus
